incident_id,timestamp,category,locality,latitude,longitude,text,status
C04784,2026-08-02 09:53:00,Water Supply,Sector 15,27.505015,77.681731,No water supply since morning,Open
C04815,2026-08-02 09:54:00,Parks / Public Spaces,Ward 7,27.509643,77.671532,Public space requires cleaning,Open
C04781,2026-08-02 09:57:00,Parks / Public Spaces,Sector 12,27.496043,77.689543,The park is poorly maintained,Open
C04756,2026-08-02 10:11:00,Public Safety,Sector 8,27.499358,77.669032,The area feels unsafe at night,Open
C04852,2026-08-02 10:13:00,Roads & Potholes,Ward 11,27.519286,77.688575,Road needs urgent repair,Resolved
C04760,2026-08-02 10:19:00,Water Supply,Sector 12,27.495788,77.692656,Pipeline is not supplying water,Resolved
C04802,2026-08-02 10:28:00,Public Safety,Sector 15,27.501551,77.681255,A damaged barrier is creating a safety issue,Open
C04818,2026-08-02 10:40:00,Parks / Public Spaces,Ward 7,27.51308,77.673389,The park is poorly maintained,Resolved
C04744,2026-08-02 10:43:00,Street Lights,Sector 8,27.501342,77.668572,Several street lights are off,Open
C04844,2026-08-02 10:52:00,Public Safety,Ward 9,27.484678,77.664099,Safety issue reported near the public building,Resolved
C04848,2026-08-02 11:12:00,Parks / Public Spaces,Ward 9,27.486225,77.666232,Broken benches have not been repaired,Resolved
C04752,2026-08-02 11:15:00,Public Safety,Sector 8,27.499099,77.669241,There is a public hazard in the area,Open
C04713,2026-08-02 11:17:00,Garbage / Sanitation,Sector 1,27.490429,77.673942,Garbage has not been collected,Resolved
C04831,2026-08-02 11:25:00,Garbage / Sanitation,Ward 9,27.485143,77.666172,Garbage collection has been missed,Open
C04827,2026-08-02 11:31:00,Garbage / Sanitation,Ward 9,27.48547,77.666001,Garbage has not been collected,Open
C04769,2026-08-02 11:34:00,Street Lights,Sector 12,27.497207,77.689856,Street light is not working,Open
C04809,2026-08-02 11:37:00,Electricity,Ward 7,27.512954,77.674521,Power supply is unstable,Open
C04726,2026-08-02 12:05:00,Roads & Potholes,Sector 4,27.488312,77.681976,Road needs urgent repair,Open
C04819,2026-08-02 12:14:00,Parks / Public Spaces,Ward 7,27.510764,77.673473,Broken benches have not been repaired,Open
C04783,2026-08-02 12:27:00,Water Supply,Sector 15,27.505438,77.681936,No water supply since morning,Resolved
C04795,2026-08-02 12:40:00,Electricity,Sector 15,27.506623,77.681201,Power supply is unstable,Open
C04745,2026-08-02 12:46:00,Traffic,Sector 8,27.500027,77.668737,Vehicles are stuck near the market,Resolved
C04735,2026-08-02 12:59:00,Public Safety,Sector 4,27.489048,77.681234,Safety issue reported near the public building,Resolved
C04740,2026-08-02 13:05:00,Street Lights,Sector 8,27.499638,77.667435,Broken street light near the intersection,Open
C04734,2026-08-02 13:05:00,Drainage,Sector 4,27.486779,77.680145,Sewage water is overflowing,Open
C04863,2026-08-02 13:24:00,Parks / Public Spaces,Ward 11,27.516754,77.687167,Broken benches have not been repaired,Open
C04846,2026-08-02 13:42:00,Parks / Public Spaces,Ward 9,27.486105,77.665781,The public park needs maintenance,Resolved
C04716,2026-08-02 13:43:00,Garbage / Sanitation,Sector 1,27.490147,77.671212,There is a large pile of garbage,Open
C04858,2026-08-02 13:52:00,Electricity,Ward 11,27.518798,77.691682,Power supply is unstable,Open
C04772,2026-08-02 14:02:00,Drainage,Sector 12,27.497369,77.691313,Drainage overflow is causing problems,Open
C04796,2026-08-02 14:02:00,Street Lights,Sector 15,27.506418,77.680818,Several street lights are off,Open
C04757,2026-08-02 14:07:00,Parks / Public Spaces,Sector 8,27.49974,77.668233,The park is poorly maintained,Open
C04749,2026-08-02 14:09:00,Public Safety,Sector 8,27.501864,77.667487,A dangerous obstruction is present,Resolved
C04751,2026-08-02 14:09:00,Public Safety,Sector 8,27.500207,77.66753,The area feels unsafe at night,Resolved
C04785,2026-08-02 14:15:00,Roads & Potholes,Sector 15,27.505888,77.681935,Large pothole near the school,Open
C04838,2026-08-02 14:21:00,Street Lights,Ward 9,27.484349,77.665293,Street light is not working,Resolved
C04839,2026-08-02 14:21:00,Street Lights,Ward 9,27.483794,77.666825,Street lighting has stopped working,Resolved
C04835,2026-08-02 14:24:00,Electricity,Ward 9,27.485675,77.663141,There is a sudden electricity outage,Resolved
C04799,2026-08-02 14:25:00,Traffic,Sector 15,27.505,77.683688,Severe congestion during peak hours,Open
C04717,2026-08-02 14:27:00,Electricity,Sector 1,27.493148,77.673178,Our area has no electricity,Open
C04736,2026-08-02 14:28:00,Public Safety,Sector 4,27.488496,77.680944,A damaged barrier is creating a safety issue,Resolved
C04793,2026-08-02 14:31:00,Garbage / Sanitation,Sector 15,27.505461,77.683752,Garbage collection has been missed,Resolved
C04855,2026-08-02 14:45:00,Garbage / Sanitation,Ward 11,27.518375,77.689022,Garbage collection has been missed,Resolved
C04768,2026-08-02 14:48:00,Street Lights,Sector 12,27.495184,77.687905,Street light is not working,Open
C04790,2026-08-02 14:51:00,Garbage / Sanitation,Sector 15,27.50328,77.678704,Waste bins are overflowing,Open
C04722,2026-08-02 14:51:00,Water Supply,Sector 4,27.487454,77.6791,No water supply since morning,Resolved
C04727,2026-08-02 14:52:00,Roads & Potholes,Sector 4,27.488997,77.682162,Street surface has broken down,Resolved
C04712,2026-08-02 14:55:00,Roads & Potholes,Sector 1,27.490515,77.672684,Road needs urgent repair,Resolved
C04817,2026-08-02 15:04:00,Parks / Public Spaces,Ward 7,27.511225,77.673671,Public space requires cleaning,Open
C04829,2026-08-02 15:05:00,Garbage / Sanitation,Ward 9,27.486332,77.666314,Waste bins are overflowing,Open
C04729,2026-08-02 15:09:00,Street Lights,Sector 4,27.488897,77.68133,Several street lights are off,Resolved
C04850,2026-08-02 15:11:00,Roads & Potholes,Ward 11,27.517107,77.68897,Large pothole near the school,Resolved
C04777,2026-08-02 15:11:00,Public Safety,Sector 12,27.494674,77.689269,There is a public hazard in the area,Open
C04842,2026-08-02 15:14:00,Drainage,Ward 9,27.484241,77.668818,Drainage overflow is causing problems,Open
C04803,2026-08-02 15:16:00,Public Safety,Sector 15,27.501353,77.682632,There is a public hazard in the area,Open
C04849,2026-08-02 15:20:00,Water Supply,Ward 11,27.516689,77.689259,Water supply has stopped,Open
C04856,2026-08-02 15:21:00,Electricity,Ward 11,27.516241,77.690748,Electricity has been out since morning,Open
C04741,2026-08-02 15:34:00,Street Lights,Sector 8,27.500513,77.668603,Street light is not working,Resolved
C04746,2026-08-02 15:42:00,Drainage,Sector 8,27.499005,77.668724,Blocked drain near the houses,Open
C04797,2026-08-02 15:44:00,Street Lights,Sector 15,27.504427,77.681442,Broken street light near the intersection,Open
C04773,2026-08-02 15:49:00,Drainage,Sector 12,27.495988,77.6882,Blocked drain near the houses,Open
C04737,2026-08-02 15:58:00,Roads & Potholes,Sector 8,27.498811,77.670151,There is a deep pothole on the main road,Open
C04836,2026-08-02 15:59:00,Street Lights,Ward 9,27.484778,77.666527,Street lighting has stopped working,Resolved
C04828,2026-08-02 16:01:00,Garbage / Sanitation,Ward 9,27.482308,77.663318,There is a large pile of garbage,Open
C04857,2026-08-02 16:04:00,Electricity,Ward 11,27.515689,77.689128,Frequent power cuts are occurring,Open
C04843,2026-08-02 16:12:00,Public Safety,Ward 9,27.485408,77.662989,Safety issue reported near the public building,Open
C04759,2026-08-02 16:19:00,Parks / Public Spaces,Sector 8,27.501826,77.667849,Broken benches have not been repaired,Open
C04738,2026-08-02 16:21:00,Roads & Potholes,Sector 8,27.502458,77.670728,Road needs urgent repair,Resolved
C04747,2026-08-02 16:22:00,Drainage,Sector 8,27.501592,77.665575,Blocked drain near the houses,Resolved
C04778,2026-08-02 16:24:00,Parks / Public Spaces,Sector 12,27.496462,77.689884,Public space requires cleaning,Resolved
C04731,2026-08-02 16:25:00,Street Lights,Sector 4,27.487214,77.677924,Several street lights are off,Open
C04774,2026-08-02 16:26:00,Drainage,Sector 12,27.493322,77.691264,Drain is blocked,Open
C04861,2026-08-02 16:26:00,Drainage,Ward 11,27.514683,77.694311,Water is collecting because the drain is clogged,Open
C04714,2026-08-02 16:30:00,Garbage / Sanitation,Sector 1,27.490567,77.673458,Garbage has not been collected,Resolved
C04762,2026-08-02 16:37:00,Water Supply,Sector 12,27.499305,77.690948,No water supply since morning,Resolved
C04823,2026-08-02 16:53:00,Roads & Potholes,Ward 9,27.487977,77.663527,Road is badly damaged,Resolved
C04718,2026-08-02 16:57:00,Traffic,Sector 1,27.492065,77.670996,Heavy traffic at the intersection,Resolved
C04761,2026-08-02 16:58:00,Water Supply,Sector 12,27.494299,77.690121,Pipeline is not supplying water,Resolved
C04840,2026-08-02 17:04:00,Traffic,Ward 9,27.484528,77.664469,Vehicles are stuck near the market,Resolved
C04775,2026-08-02 17:08:00,Drainage,Sector 12,27.496718,77.690929,Sewage water is overflowing,Resolved
C04721,2026-08-02 17:17:00,Parks / Public Spaces,Sector 1,27.49356,77.673591,The public park needs maintenance,Open
C04730,2026-08-02 17:22:00,Street Lights,Sector 4,27.488488,77.679295,Broken street light near the intersection,Open
C04758,2026-08-02 17:25:00,Parks / Public Spaces,Sector 8,27.495547,77.672138,Park equipment is damaged,Resolved
C04845,2026-08-02 17:26:00,Public Safety,Ward 9,27.486114,77.663605,Safety issue reported near the public building,Open
C04812,2026-08-02 17:30:00,Traffic,Ward 7,27.510926,77.671834,Traffic signal is causing long queues,Open
C04767,2026-08-02 17:31:00,Electricity,Sector 12,27.497796,77.691043,Power outage in the locality,Open
C04814,2026-08-02 17:34:00,Public Safety,Ward 7,27.511601,77.673004,The area feels unsafe at night,Open
C04733,2026-08-02 17:34:00,Drainage,Sector 4,27.487167,77.677764,Blocked drain near the houses,Open
C04822,2026-08-02 17:46:00,Water Supply,Ward 9,27.485643,77.664576,There is no water in our colony,Open
C04837,2026-08-02 17:50:00,Street Lights,Ward 9,27.484988,77.666151,Street lighting has stopped working,Open
C04728,2026-08-02 17:57:00,Electricity,Sector 4,27.488596,77.678854,Frequent power cuts are occurring,Resolved
C04779,2026-08-02 18:03:00,Parks / Public Spaces,Sector 12,27.496814,77.689959,Broken benches have not been repaired,Resolved
C04715,2026-08-02 18:09:00,Garbage / Sanitation,Sector 1,27.493152,77.673148,Waste is piling up in the street,Open
C04771,2026-08-02 18:21:00,Drainage,Sector 12,27.496735,77.689484,Water is collecting because the drain is clogged,Resolved
C04720,2026-08-02 18:30:00,Public Safety,Sector 1,27.492291,77.67299,A dangerous obstruction is present,Open
C04724,2026-08-02 18:31:00,Roads & Potholes,Sector 4,27.490379,77.681057,Road is badly damaged,Resolved
C04766,2026-08-02 18:37:00,Electricity,Sector 12,27.495578,77.689611,Power supply is unstable,Open
C04792,2026-08-02 18:38:00,Garbage / Sanitation,Sector 15,27.506822,77.679613,Sanitation workers have not visited,Open
C04709,2026-08-02 18:43:00,Water Supply,Sector 1,27.491505,77.675332,Water connection is not working,Open
C04770,2026-08-02 18:53:00,Traffic,Sector 12,27.493623,77.687378,Heavy traffic at the intersection,Open
C04851,2026-08-02 18:56:00,Roads & Potholes,Ward 11,27.518173,77.689582,Several potholes are making the road unsafe,Resolved
C04808,2026-08-02 19:00:00,Garbage / Sanitation,Ward 7,27.514265,77.673631,Garbage has not been collected,Resolved
C04748,2026-08-02 19:06:00,Drainage,Sector 8,27.501121,77.668748,Water is collecting because the drain is clogged,Resolved
C04732,2026-08-02 19:18:00,Traffic,Sector 4,27.48802,77.684534,Traffic congestion is blocking the road,Resolved
C04787,2026-08-02 19:24:00,Roads & Potholes,Sector 15,27.505551,77.679013,Large pothole near the school,Open
C04821,2026-08-02 19:25:00,Water Supply,Ward 9,27.483705,77.662514,No water supply since morning,Open
C04854,2026-08-02 19:31:00,Roads & Potholes,Ward 11,27.519037,77.68893,Several potholes are making the road unsafe,Open
C04825,2026-08-02 19:32:00,Roads & Potholes,Ward 9,27.485583,77.667619,Street surface has broken down,Resolved
C04830,2026-08-02 19:41:00,Garbage / Sanitation,Ward 9,27.482677,77.666193,Garbage has not been collected,Open
C04804,2026-08-02 19:42:00,Public Safety,Sector 15,27.505783,77.680582,A dangerous obstruction is present,Resolved
C04786,2026-08-02 19:47:00,Roads & Potholes,Sector 15,27.505803,77.679347,There is a deep pothole on the main road,Open
C04719,2026-08-02 19:56:00,Drainage,Sector 1,27.491393,77.671031,Drainage overflow is causing problems,Resolved
C04832,2026-08-02 19:58:00,Electricity,Ward 9,27.480603,77.66796,Frequent power cuts are occurring,Open
C04782,2026-08-02 20:10:00,Parks / Public Spaces,Sector 12,27.495695,77.689395,Park equipment is damaged,Open
C04753,2026-08-02 20:13:00,Public Safety,Sector 8,27.503262,77.668387,A damaged barrier is creating a safety issue,Resolved
C04853,2026-08-02 20:21:00,Roads & Potholes,Ward 11,27.516129,77.690191,Road is badly damaged,Resolved
C04789,2026-08-02 20:31:00,Garbage / Sanitation,Sector 15,27.506381,77.682602,Waste is piling up in the street,Resolved
C04833,2026-08-02 20:34:00,Electricity,Ward 9,27.483745,77.666446,Power supply is unstable,Open
C04725,2026-08-02 20:47:00,Roads & Potholes,Sector 4,27.488847,77.680267,Large pothole near the school,Open
C04739,2026-08-02 20:47:00,Roads & Potholes,Sector 8,27.499438,77.669246,Road is badly damaged,Resolved
C04816,2026-08-02 20:48:00,Parks / Public Spaces,Ward 7,27.511413,77.672667,Park equipment is damaged,Open
C04765,2026-08-02 20:51:00,Roads & Potholes,Sector 12,27.495401,77.687061,Street surface has broken down,Resolved
C04824,2026-08-02 21:08:00,Roads & Potholes,Ward 9,27.482655,77.663113,Street surface has broken down,Resolved
C04811,2026-08-02 21:15:00,Street Lights,Ward 7,27.513117,77.673819,Broken street light near the intersection,Open
C04841,2026-08-02 21:17:00,Drainage,Ward 9,27.484386,77.66533,Drainage overflow is causing problems,Resolved
C04834,2026-08-02 21:19:00,Electricity,Ward 9,27.483619,77.66525,Our area has no electricity,Resolved
C04776,2026-08-02 21:32:00,Public Safety,Sector 12,27.496547,77.692504,There is a public hazard in the area,Open
C04743,2026-08-02 21:35:00,Street Lights,Sector 8,27.504238,77.666312,The road is dark because the street light failed,Resolved
C04860,2026-08-02 21:35:00,Traffic,Ward 11,27.516608,77.688474,Severe congestion during peak hours,Open
C04847,2026-08-02 21:50:00,Parks / Public Spaces,Ward 9,27.485235,77.666316,The public park needs maintenance,Resolved
C04810,2026-08-02 21:51:00,Street Lights,Ward 7,27.510944,77.672887,The road is dark because the street light failed,Open
C04710,2026-08-02 21:59:00,Water Supply,Sector 1,27.493387,77.674721,Pipeline is not supplying water,Open
C04800,2026-08-02 21:59:00,Traffic,Sector 15,27.50755,77.681845,Traffic congestion is blocking the road,Open
C04869,2026-08-03 07:00:00,Garbage / Sanitation,Sector 1,27.494634,77.672035,Garbage has not been collected,Open
C04970,2026-08-03 07:02:00,Electricity,Ward 7,27.511842,77.672203,Frequent power cuts are occurring,Open
C05025,2026-08-03 07:05:00,Garbage / Sanitation,Ward 11,27.51773,77.690901,Garbage has not been collected,Resolved
C04940,2026-08-03 07:20:00,Roads & Potholes,Sector 15,27.505099,77.677017,Street surface has broken down,Open
C05018,2026-08-03 07:25:00,Roads & Potholes,Ward 11,27.517347,77.688615,Several potholes are making the road unsafe,Resolved
C04924,2026-08-03 07:30:00,Garbage / Sanitation,Sector 12,27.49507,77.690441,Waste is piling up in the street,Open
C04957,2026-08-03 07:32:00,Public Safety,Sector 15,27.506789,77.679205,A dangerous obstruction is present,Resolved
C04874,2026-08-03 07:35:00,Electricity,Sector 1,27.492855,77.67127,Power supply is unstable,Open
C04914,2026-08-03 07:36:00,Traffic,Sector 8,27.498894,77.668124,Traffic congestion is blocking the road,Open
C04963,2026-08-03 07:42:00,Roads & Potholes,Ward 7,27.510514,77.67309,Road needs urgent repair,Resolved
C04906,2026-08-03 07:48:00,Garbage / Sanitation,Sector 8,27.497235,77.668942,Waste is piling up in the street,Open
C04961,2026-08-03 07:51:00,Parks / Public Spaces,Sector 15,27.50549,77.682924,Public space requires cleaning,Resolved
C05034,2026-08-03 07:53:00,Public Safety,Ward 11,27.516019,77.689444,Safety issue reported near the public building,Open
C04865,2026-08-03 07:54:00,Water Supply,Sector 1,27.493655,77.672766,No water supply since morning,Open
C05010,2026-08-03 08:02:00,Drainage,Ward 9,27.486456,77.664232,Sewage water is overflowing,Open
C04977,2026-08-03 08:05:00,Traffic,Ward 7,27.51475,77.671781,Traffic signal is causing long queues,Open
C04878,2026-08-03 08:06:00,Traffic,Sector 1,27.489099,77.6739,Traffic congestion is blocking the road,Open
C04974,2026-08-03 08:10:00,Street Lights,Ward 7,27.512077,77.67272,Street light is not working,Open
C04996,2026-08-03 08:19:00,Garbage / Sanitation,Ward 9,27.483549,77.664545,Waste is piling up in the street,Open
C04901,2026-08-03 08:27:00,Parks / Public Spaces,Sector 4,27.488661,77.680767,Broken benches have not been repaired,Open
C04909,2026-08-03 08:33:00,Electricity,Sector 8,27.500182,77.670168,Frequent power cuts are occurring,Open
C04877,2026-08-03 08:36:00,Street Lights,Sector 1,27.491917,77.673545,Street lighting has stopped working,Open
C04892,2026-08-03 08:38:00,Garbage / Sanitation,Sector 4,27.486362,77.67879,Waste bins are overflowing,Resolved
C05002,2026-08-03 08:50:00,Street Lights,Ward 9,27.484774,77.664087,Street light is not working,Open
C04962,2026-08-03 08:56:00,Parks / Public Spaces,Sector 15,27.505565,77.680622,The park is poorly maintained,Open
C05030,2026-08-03 08:59:00,Traffic,Ward 11,27.516254,77.691409,Severe congestion during peak hours,Resolved
C04929,2026-08-03 09:00:00,Drainage,Sector 12,27.494636,77.692087,Drainage overflow is causing problems,Open
C04955,2026-08-03 09:00:00,Drainage,Sector 15,27.504394,77.679775,Drain is blocked,Open
C04945,2026-08-03 09:01:00,Electricity,Sector 15,27.506447,77.680785,Electricity has been out since morning,Open
C05026,2026-08-03 09:06:00,Electricity,Ward 11,27.517729,77.688801,Our area has no electricity,Open
C04903,2026-08-03 09:10:00,Roads & Potholes,Sector 8,27.501073,77.668676,Road is badly damaged,Resolved
C04971,2026-08-03 09:12:00,Electricity,Ward 7,27.51348,77.674944,Our area has no electricity,Resolved
C04910,2026-08-03 09:18:00,Electricity,Sector 8,27.501698,77.669065,Electricity has been out since morning,Open
C05000,2026-08-03 09:38:00,Electricity,Ward 9,27.487422,77.666844,Frequent power cuts are occurring,Resolved
C04981,2026-08-03 09:42:00,Drainage,Ward 7,27.510783,77.673891,Sewage water is overflowing,Resolved
C05019,2026-08-03 09:44:00,Roads & Potholes,Ward 11,27.516217,77.686805,Street surface has broken down,Open
C05027,2026-08-03 09:46:00,Electricity,Ward 11,27.518732,77.690192,Power outage in the locality,Open
C04885,2026-08-03 09:47:00,Roads & Potholes,Sector 4,27.4861,77.67831,Street surface has broken down,Resolved
C04893,2026-08-03 09:50:00,Electricity,Sector 4,27.487002,77.682941,Our area has no electricity,Open
C04965,2026-08-03 09:59:00,Roads & Potholes,Ward 7,27.509304,77.676621,Street surface has broken down,Open
C04937,2026-08-03 10:04:00,Water Supply,Sector 15,27.502344,77.681441,Water pressure is extremely low,Open
C04949,2026-08-03 10:09:00,Electricity,Sector 15,27.504002,77.682098,There is a sudden electricity outage,Open
C04928,2026-08-03 10:10:00,Street Lights,Sector 12,27.495793,77.688747,Street lighting has stopped working,Open
C04883,2026-08-03 10:14:00,Roads & Potholes,Sector 4,27.493077,77.680945,Large pothole near the school,Open
C04879,2026-08-03 10:15:00,Traffic,Sector 1,27.491861,77.671435,Traffic signal is causing long queues,Resolved
C04891,2026-08-03 10:23:00,Garbage / Sanitation,Sector 4,27.48754,77.681877,Waste is piling up in the street,Resolved
C04972,2026-08-03 10:26:00,Electricity,Ward 7,27.510101,77.673962,Electricity has been out since morning,Open
C04999,2026-08-03 10:39:00,Electricity,Ward 9,27.486091,77.66355,Electricity has been out since morning,Open
C04897,2026-08-03 10:41:00,Public Safety,Sector 4,27.488367,77.682295,The area feels unsafe at night,Open
C04881,2026-08-03 10:42:00,Parks / Public Spaces,Sector 1,27.493379,77.671411,Broken benches have not been repaired,Open
C04895,2026-08-03 10:45:00,Street Lights,Sector 4,27.484954,77.681322,Several street lights are off,Open
C04983,2026-08-03 10:52:00,Drainage,Ward 7,27.515173,77.675658,Drain is blocked,Open
C04925,2026-08-03 10:55:00,Garbage / Sanitation,Sector 12,27.49649,77.68923,Sanitation workers have not visited,Open
C04913,2026-08-03 10:55:00,Traffic,Sector 8,27.500834,77.669073,Heavy traffic at the intersection,Resolved
C04887,2026-08-03 10:56:00,Garbage / Sanitation,Sector 4,27.488161,77.680087,Waste bins are overflowing,Open
C04991,2026-08-03 11:05:00,Roads & Potholes,Ward 9,27.484729,77.662961,Road is badly damaged,Open
C05014,2026-08-03 11:08:00,Parks / Public Spaces,Ward 9,27.486681,77.664431,Park equipment is damaged,Open
C04912,2026-08-03 11:10:00,Traffic,Sector 8,27.501756,77.669579,Severe congestion during peak hours,Open
C04985,2026-08-03 11:31:00,Drainage,Ward 7,27.51173,77.673462,Blocked drain near the houses,Open
C04946,2026-08-03 11:31:00,Electricity,Sector 15,27.506775,77.680835,Our area has no electricity,Open
C04979,2026-08-03 11:36:00,Traffic,Ward 7,27.510584,77.674485,Severe congestion during peak hours,Resolved
C05012,2026-08-03 11:37:00,Parks / Public Spaces,Ward 9,27.485243,77.662576,Broken benches have not been repaired,Resolved
C05006,2026-08-03 11:53:00,Traffic,Ward 9,27.484442,77.667348,Vehicles are stuck near the market,Resolved
C05031,2026-08-03 11:59:00,Drainage,Ward 11,27.515908,77.690586,Water is collecting because the drain is clogged,Open
C04889,2026-08-03 12:01:00,Garbage / Sanitation,Sector 4,27.488166,77.678783,There is a large pile of garbage,Resolved
C04950,2026-08-03 12:03:00,Street Lights,Sector 15,27.506408,77.680974,Several street lights are off,Open
C05009,2026-08-03 12:06:00,Drainage,Ward 9,27.485095,77.663852,Drain is blocked,Resolved
C04954,2026-08-03 12:21:00,Traffic,Sector 15,27.503537,77.682137,Traffic congestion is blocking the road,Open
C04894,2026-08-03 12:22:00,Street Lights,Sector 4,27.484395,77.681665,Broken street light near the intersection,Open
C05020,2026-08-03 12:32:00,Roads & Potholes,Ward 11,27.515595,77.687465,Several potholes are making the road unsafe,Open
C04960,2026-08-03 12:39:00,Public Safety,Sector 15,27.504528,77.681348,Safety issue reported near the public building,Open
C04980,2026-08-03 12:40:00,Drainage,Ward 7,27.509386,77.67536,Drainage overflow is causing problems,Resolved
C04873,2026-08-03 12:53:00,Electricity,Sector 1,27.494396,77.672003,Electricity has been out since morning,Open
C04921,2026-08-03 12:54:00,Water Supply,Sector 12,27.495831,77.686559,Water supply has stopped,Open
C04902,2026-08-03 12:58:00,Roads & Potholes,Sector 8,27.501909,77.670945,Several potholes are making the road unsafe,Open
C05033,2026-08-03 13:12:00,Drainage,Ward 11,27.513393,77.690024,Drainage overflow is causing problems,Open
C04868,2026-08-03 13:13:00,Roads & Potholes,Sector 1,27.492416,77.67261,Large pothole near the school,Resolved
C04871,2026-08-03 13:15:00,Garbage / Sanitation,Sector 1,27.493042,77.670859,Waste is piling up in the street,Open
C04969,2026-08-03 13:17:00,Electricity,Ward 7,27.509712,77.676705,Our area has no electricity,Open
C04959,2026-08-03 13:21:00,Public Safety,Sector 15,27.504544,77.680674,A damaged barrier is creating a safety issue,Open
C04939,2026-08-03 13:24:00,Roads & Potholes,Sector 15,27.50565,77.68147,Several potholes are making the road unsafe,Open
C04990,2026-08-03 13:26:00,Roads & Potholes,Ward 9,27.482968,77.666126,Road needs urgent repair,Open
C04998,2026-08-03 13:27:00,Electricity,Ward 9,27.483962,77.6641,Electricity has been out since morning,Open
C04884,2026-08-03 13:45:00,Roads & Potholes,Sector 4,27.489663,77.682511,Street surface has broken down,Open
C05036,2026-08-03 13:50:00,Parks / Public Spaces,Ward 11,27.515992,77.691884,Broken benches have not been repaired,Open
C04888,2026-08-03 13:50:00,Garbage / Sanitation,Sector 4,27.48793,77.68141,Sanitation workers have not visited,Open
C05001,2026-08-03 13:54:00,Electricity,Ward 9,27.483284,77.667214,Power outage in the locality,Open
C04995,2026-08-03 14:01:00,Garbage / Sanitation,Ward 9,27.486781,77.664775,Garbage collection has been missed,Open
C04953,2026-08-03 14:02:00,Traffic,Sector 15,27.507568,77.680807,Traffic signal is causing long queues,Open
C04948,2026-08-03 14:08:00,Electricity,Sector 15,27.504742,77.682374,Our area has no electricity,Open
C05024,2026-08-03 14:09:00,Garbage / Sanitation,Ward 11,27.51624,77.68767,Waste bins are overflowing,Open
C04927,2026-08-03 14:11:00,Electricity,Sector 12,27.495569,77.68969,There is a sudden electricity outage,Open
C05005,2026-08-03 14:11:00,Traffic,Ward 9,27.484357,77.666603,Heavy traffic at the intersection,Open
C04984,2026-08-03 14:17:00,Drainage,Ward 7,27.512869,77.672602,Drainage overflow is causing problems,Resolved
C04915,2026-08-03 14:27:00,Drainage,Sector 8,27.50229,77.668012,Water is collecting because the drain is clogged,Open
C04900,2026-08-03 14:27:00,Parks / Public Spaces,Sector 4,27.488592,77.680515,The park is poorly maintained,Open
C05017,2026-08-03 14:38:00,Water Supply,Ward 11,27.518866,77.690043,Water supply has stopped,Resolved
C04976,2026-08-03 14:58:00,Street Lights,Ward 7,27.513528,77.675292,The road is dark because the street light failed,Resolved
C04918,2026-08-03 15:07:00,Parks / Public Spaces,Sector 8,27.503231,77.67031,The park is poorly maintained,Resolved
C04933,2026-08-03 15:22:00,Public Safety,Sector 12,27.497361,77.688764,A damaged barrier is creating a safety issue,Resolved
C04958,2026-08-03 15:23:00,Public Safety,Sector 15,27.501525,77.681934,The area feels unsafe at night,Open
C05003,2026-08-03 15:27:00,Street Lights,Ward 9,27.483236,77.664938,Broken street light near the intersection,Open
C04989,2026-08-03 15:32:00,Water Supply,Ward 9,27.487964,77.664888,There is no water in our colony,Open
C04866,2026-08-03 15:34:00,Roads & Potholes,Sector 1,27.494494,77.674952,Several potholes are making the road unsafe,Open
C04904,2026-08-03 15:38:00,Garbage / Sanitation,Sector 8,27.498105,77.669648,Sanitation workers have not visited,Open
C04876,2026-08-03 15:39:00,Street Lights,Sector 1,27.493683,77.670694,Street light is not working,Open
C04930,2026-08-03 15:51:00,Drainage,Sector 12,27.494292,77.689019,Blocked drain near the houses,Resolved
C04936,2026-08-03 15:54:00,Parks / Public Spaces,Sector 12,27.496235,77.688726,The park is poorly maintained,Open
C04935,2026-08-03 15:59:00,Parks / Public Spaces,Sector 12,27.494425,77.68933,The park is poorly maintained,Open
C04920,2026-08-03 15:59:00,Parks / Public Spaces,Sector 8,27.49858,77.668333,The public park needs maintenance,Open
C05008,2026-08-03 16:05:00,Traffic,Ward 9,27.48674,77.665668,Heavy traffic at the intersection,Open
C04973,2026-08-03 16:16:00,Street Lights,Ward 7,27.513107,77.673033,The road is dark because the street light failed,Open
C04952,2026-08-03 16:18:00,Street Lights,Sector 15,27.505812,77.679843,Several street lights are off,Resolved
C04986,2026-08-03 16:19:00,Drainage,Ward 7,27.510152,77.675641,Drainage overflow is causing problems,Open
C04899,2026-08-03 16:22:00,Public Safety,Sector 4,27.486924,77.680993,Safety issue reported near the public building,Open
C04890,2026-08-03 16:24:00,Garbage / Sanitation,Sector 4,27.485983,77.682624,There is a large pile of garbage,Resolved
C04992,2026-08-03 16:30:00,Roads & Potholes,Ward 9,27.482892,77.665952,There is a deep pothole on the main road,Open
C04872,2026-08-03 16:38:00,Garbage / Sanitation,Sector 1,27.487331,77.673323,Sanitation workers have not visited,Open
C04916,2026-08-03 16:45:00,Parks / Public Spaces,Sector 8,27.499753,77.671033,Park equipment is damaged,Open
C04978,2026-08-03 16:46:00,Traffic,Ward 7,27.510335,77.672494,Vehicles are stuck near the market,Open
C04870,2026-08-03 16:46:00,Garbage / Sanitation,Sector 1,27.491441,77.673043,Garbage collection has been missed,Open
